CMDLINE othello -g
MEM 900.320312 1775762894.6989
MEM 900.320312 1775762894.8009
MEM 900.320312 1775762894.9026
MEM 900.320312 1775762895.0044
MEM 900.320312 1775762895.1062
MEM 902.386719 1775762895.2084
MEM 900.773438 1775762895.3104
MEM 896.804688 1775762895.4120
MEM 898.160156 1775762895.5136
MEM 900.855469 1775762895.6153
MEM 902.343750 1775762895.7172
MEM 899.113281 1775762895.8188
MEM 902.699219 1775762895.9209
MEM 903.734375 1775762896.0227
MEM 900.703125 1775762896.1243
MEM 900.718750 1775762896.2261
MEM 903.734375 1775762896.3278
MEM 900.703125 1775762896.4297
MEM 904.718750 1775762896.5314
MEM 902.718750 1775762896.6346
MEM 900.718750 1775762896.7362
MEM 900.718750 1775762896.8382
MEM 900.746094 1775762896.9400
MEM 902.730469 1775762897.0416
MEM 900.730469 1775762897.1434
MEM 904.746094 1775762897.2451
MEM 905.839844 1775762897.3475
MEM 897.292969 1775762897.4493
MEM 897.902344 1775762897.5510
MEM 899.523438 1775762897.6528
MEM 903.062500 1775762897.7545
MEM 899.070312 1775762897.8563
MEM 899.070312 1775762897.9582
MEM 903.085938 1775762898.0599
MEM 901.085938 1775762898.1616
MEM 899.085938 1775762898.2635
MEM 899.089844 1775762898.3653
MEM 903.074219 1775762898.4673
MEM 900.167969 1775762898.5691
MEM 903.652344 1775762898.6710
MEM 904.640625 1775762898.7726
MEM 902.640625 1775762898.8743
MEM 902.703125 1775762898.9761
MEM 900.667969 1775762899.0778
MEM 902.652344 1775762899.1798
MEM 901.167969 1775762899.2821
MEM 900.652344 1775762899.3839
MEM 899.718750 1775762899.4870
MEM 898.160156 1775762899.5889
MEM 899.417969 1775762899.6906
MEM 899.449219 1775762899.7922
MEM 904.156250 1775762899.8952
MEM 900.160156 1775762899.9970
MEM 904.175781 1775762900.0988
MEM 900.128906 1775762900.2006
MEM 902.062500 1775762900.3024
MEM 903.609375 1775762900.4041
MEM 900.128906 1775762900.5058
MEM 900.128906 1775762900.6074
MEM 900.128906 1775762900.7093
MEM 900.128906 1775762900.8110
MEM 900.128906 1775762900.9127
MEM 900.128906 1775762901.0145
MEM 900.128906 1775762901.1160
MEM 900.128906 1775762901.2176
MEM 900.128906 1775762901.3194
MEM 900.128906 1775762901.4211
MEM 900.128906 1775762901.5230
MEM 903.222656 1775762901.6247
MEM 900.128906 1775762901.7265
MEM 900.128906 1775762901.8284
MEM 900.128906 1775762901.9300
MEM 900.128906 1775762902.0317
MEM 900.128906 1775762902.1334
MEM 904.195312 1775762902.2351
MEM 902.195312 1775762902.3371
MEM 900.195312 1775762902.4387
MEM 900.207031 1775762902.5403
MEM 904.191406 1775762902.6421
MEM 904.207031 1775762902.7440
MEM 902.464844 1775762902.8459
MEM 903.687500 1775762902.9476
MEM 900.207031 1775762903.0493
MEM 906.191406 1775762903.1512
MEM 903.882812 1775762903.2535
MEM 900.207031 1775762903.3552
MEM 904.222656 1775762903.4571
MEM 897.074219 1775762903.5588
MEM 898.480469 1775762903.6606
MEM 906.808594 1775762903.7627
MEM 900.515625 1775762903.8647
MEM 898.554688 1775762903.9664
MEM 898.570312 1775762904.0681
MEM 904.464844 1775762904.1706
MEM 899.250000 1775762904.2727
MEM 903.312500 1775762904.3744
MEM 902.437500 1775762904.4765
MEM 900.183594 1775762904.5782
MEM 900.187500 1775762904.6799
MEM 904.214844 1775762904.7818
MEM 904.148438 1775762904.8836
MEM 900.214844 1775762904.9852
MEM 906.199219 1775762905.0870
MEM 902.199219 1775762905.1887
MEM 903.679688 1775762905.2906
MEM 900.199219 1775762905.3925
MEM 904.230469 1775762905.4942
MEM 897.589844 1775762905.5959
MEM 897.871094 1775762905.6978
MEM 902.589844 1775762905.8008
MEM 900.535156 1775762905.9027
MEM 901.992188 1775762906.0044
MEM 901.105469 1775762906.1060
MEM 903.128906 1775762906.2086
MEM 901.132812 1775762906.3105
MEM 907.117188 1775762906.4123
MEM 903.117188 1775762906.5146
MEM 901.117188 1775762906.6164
MEM 907.582031 1775762906.7183
MEM 903.132812 1775762906.8201
MEM 901.140625 1775762906.9219
MEM 905.187500 1775762907.0242
MEM 903.671875 1775762907.1260
MEM 901.093750 1775762907.2278
MEM 901.093750 1775762907.3296
MEM 901.093750 1775762907.4320
MEM 901.093750 1775762907.5341
MEM 901.093750 1775762907.6360
MEM 901.093750 1775762907.7377
MEM 901.093750 1775762907.8397
MEM 901.093750 1775762907.9418
MEM 901.093750 1775762908.0439
MEM 901.093750 1775762908.1455
MEM 901.093750 1775762908.2476
MEM 901.093750 1775762908.3493
MEM 901.093750 1775762908.4510
MEM 901.093750 1775762908.5526
MEM 901.093750 1775762908.6544
MEM 901.093750 1775762908.7563
MEM 901.093750 1775762908.8580
MEM 901.093750 1775762908.9597
MEM 901.093750 1775762909.0616
MEM 901.093750 1775762909.1638
MEM 901.093750 1775762909.2659
MEM 901.093750 1775762909.3679
MEM 901.093750 1775762909.4696
MEM 901.093750 1775762909.5715
MEM 901.093750 1775762909.6738
MEM 901.093750 1775762909.7758
MEM 901.093750 1775762909.8778
MEM 901.093750 1775762909.9795
MEM 901.093750 1775762910.0813
MEM 901.160156 1775762910.1834
MEM 901.160156 1775762910.2855
MEM 903.144531 1775762910.3873
MEM 901.144531 1775762910.4890
MEM 897.121094 1775762910.5907
MEM 904.800781 1775762910.6925
MEM 902.250000 1775762910.7943
MEM 900.269531 1775762910.8962
MEM 906.265625 1775762910.9981
MEM 902.269531 1775762911.1000
MEM 900.277344 1775762911.2016
MEM 900.292969 1775762911.3032
MEM 904.160156 1775762911.4051
MEM 901.000000 1775762911.5069
MEM 901.000000 1775762911.6086
MEM 906.984375 1775762911.7105
MEM 902.984375 1775762911.8122
MEM 900.984375 1775762911.9139
MEM 900.988281 1775762912.0156
MEM 903.929688 1775762912.1188
MEM 901.031250 1775762912.2206
MEM 901.031250 1775762912.3226
MEM 908.046875 1775762912.4244
MEM 903.015625 1775762912.5263
MEM 897.027344 1775762912.6280
MEM 898.871094 1775762912.7300
MEM 902.910156 1775762912.8317
MEM 900.929688 1775762912.9336
MEM 898.929688 1775762913.0352
MEM 907.234375 1775762913.1373
MEM 900.914062 1775762913.2390
MEM 899.128906 1775762913.3407
MEM 899.128906 1775762913.4426
MEM 903.878906 1775762913.5444
MEM 901.878906 1775762913.6464
MEM 899.878906 1775762913.7480
MEM 909.343750 1775762913.8498
MEM 902.511719 1775762913.9515
MEM 900.511719 1775762914.0533
MEM 900.523438 1775762914.1552
MEM 900.558594 1775762914.2570
MEM 902.574219 1775762914.3588
MEM 900.574219 1775762914.4607
MEM 900.574219 1775762914.5626
MEM 901.378906 1775762914.6645
MEM 898.250000 1775762914.7663
MEM 900.761719 1775762914.8680
MEM 902.375000 1775762914.9698
MEM 900.835938 1775762915.0717
MEM 898.777344 1775762915.1737
MEM 901.238281 1775762915.2757
MEM 898.789062 1775762915.3774
MEM 898.789062 1775762915.4791
MEM 898.789062 1775762915.5807
MEM 898.789062 1775762915.6828
MEM 898.789062 1775762915.7845
MEM 898.789062 1775762915.8863
MEM 898.789062 1775762915.9879
MEM 898.789062 1775762916.0898
MEM 898.789062 1775762916.1916
MEM 898.789062 1775762916.2933
MEM 898.789062 1775762916.3951
MEM 898.789062 1775762916.4968
MEM 898.789062 1775762916.5986
MEM 898.789062 1775762916.7003
MEM 898.789062 1775762916.8018
MEM 898.789062 1775762916.9038
MEM 898.789062 1775762917.0054
MEM 898.789062 1775762917.1071
MEM 898.789062 1775762917.2088
MEM 898.789062 1775762917.3105
MEM 899.691406 1775762917.4122
MEM 898.789062 1775762917.5139
MEM 898.789062 1775762917.6156
MEM 901.496094 1775762917.7173
MEM 898.789062 1775762917.8190
MEM 898.789062 1775762917.9207
MEM 898.789062 1775762918.0228
MEM 898.789062 1775762918.1245
MEM 898.789062 1775762918.2261
MEM 898.789062 1775762918.3275
MEM 901.238281 1775762918.4291
MEM 898.789062 1775762918.5309
MEM 898.789062 1775762918.6326
MEM 898.789062 1775762918.7343
MEM 902.269531 1775762918.8360
MEM 898.789062 1775762918.9378
MEM 898.789062 1775762919.0395
MEM 898.789062 1775762919.1419
MEM 898.789062 1775762919.2441
MEM 898.789062 1775762919.3456
MEM 898.789062 1775762919.4474
MEM 898.789062 1775762919.5493
MEM 898.789062 1775762919.6513
MEM 898.789062 1775762919.7538
MEM 898.789062 1775762919.8558
MEM 898.789062 1775762919.9582
MEM 898.789062 1775762920.1248
MEM 898.789062 1775762920.2784
MEM 898.789062 1775762920.4320
MEM 902.269531 1775762920.5877
MEM 898.789062 1775762920.7448
MEM 900.789062 1775762920.8963
MEM 904.789062 1775762921.0491
MEM 899.757812 1775762921.2047
MEM 898.839844 1775762921.3067
MEM 901.113281 1775762921.4092
MEM 898.855469 1775762921.5112
MEM 901.300781 1775762921.6131
MEM 900.800781 1775762921.7149
MEM 902.878906 1775762921.8171
MEM 900.878906 1775762921.9188
MEM 900.878906 1775762922.0204
MEM 906.410156 1775762922.1229
MEM 900.863281 1775762922.2247
MEM 900.863281 1775762922.3264
MEM 902.675781 1775762922.4281
MEM 904.976562 1775762922.5298
MEM 900.976562 1775762922.6316
MEM 897.277344 1775762922.7336
MEM 904.546875 1775762922.8356
MEM 900.589844 1775762922.9374
MEM 898.613281 1775762923.0391
MEM 903.378906 1775762923.1408
MEM 904.000000 1775762923.2427
MEM 900.003906 1775762923.3444
MEM 902.195312 1775762923.4461
MEM 903.992188 1775762923.5487
MEM 901.992188 1775762923.6505
MEM 899.992188 1775762923.7521
MEM 900.046875 1775762923.8539
MEM 904.140625 1775762923.9557
MEM 900.140625 1775762924.0574
MEM 903.234375 1775762924.1592
MEM 906.125000 1775762924.2611
MEM 902.125000 1775762924.3630
MEM 902.316406 1775762924.4647
MEM 900.140625 1775762924.5663
MEM 904.285156 1775762924.6683
MEM 900.714844 1775762924.7700
MEM 898.320312 1775762924.8717
MEM 899.433594 1775762924.9735
MEM 903.441406 1775762925.0757
MEM 901.707031 1775762925.1775
MEM 899.789062 1775762925.2794
MEM 899.800781 1775762925.3812
MEM 899.800781 1775762925.4832
MEM 899.800781 1775762925.5850
MEM 899.800781 1775762925.6867
MEM 899.800781 1775762925.7884
MEM 899.800781 1775762925.8901
MEM 899.800781 1775762925.9918
MEM 899.800781 1775762926.0936
MEM 899.800781 1775762926.1954
MEM 899.800781 1775762926.2972
MEM 899.800781 1775762926.3988
MEM 899.800781 1775762926.5005
MEM 899.800781 1775762926.6021
MEM 899.800781 1775762926.7041
MEM 899.800781 1775762926.8056
MEM 899.800781 1775762926.9072
MEM 899.800781 1775762927.0089
MEM 899.800781 1775762927.1109
MEM 899.800781 1775762927.2126
MEM 899.800781 1775762927.3145
MEM 899.800781 1775762927.4162
MEM 899.800781 1775762927.5180
MEM 899.800781 1775762927.6200
MEM 899.800781 1775762927.7218
MEM 899.800781 1775762927.8240
MEM 899.800781 1775762927.9258
MEM 899.800781 1775762928.0276
MEM 903.800781 1775762928.1291
MEM 899.914062 1775762928.2309
MEM 904.273438 1775762928.3331
MEM 900.144531 1775762928.4356
MEM 901.347656 1775762928.5376
MEM 908.363281 1775762928.6395
MEM 903.332031 1775762928.7413
MEM 901.375000 1775762928.8431
MEM 901.480469 1775762928.9449
MEM 905.500000 1775762929.0467
MEM 903.500000 1775762929.1483
MEM 901.500000 1775762929.2499
MEM 904.980469 1775762929.3516
MEM 907.484375 1775762929.4539
MEM 903.484375 1775762929.5556
MEM 900.117188 1775762929.6572
MEM 900.597656 1775762929.7591
MEM 900.535156 1775762929.8611
MEM 899.441406 1775762929.9630
MEM 898.550781 1775762930.0646
MEM 905.507812 1775762930.1663
MEM 903.625000 1775762930.2688
MEM 900.125000 1775762930.3705
MEM 904.140625 1775762930.4724
MEM 902.140625 1775762930.5742
MEM 902.539062 1775762930.6758
MEM 900.140625 1775762930.7777
MEM 906.125000 1775762930.8795
MEM 906.062500 1775762930.9836
MEM 900.640625 1775762931.0854
MEM 900.640625 1775762931.1872
MEM 906.976562 1775762931.2888
MEM 902.656250 1775762931.3905
MEM 900.656250 1775762931.4922
MEM 898.437500 1775762931.5941
MEM 905.191406 1775762931.6958
MEM 899.324219 1775762931.7976
MEM 900.066406 1775762931.8995
MEM 904.496094 1775762932.0012
MEM 900.503906 1775762932.1030
MEM 900.507812 1775762932.2048
MEM 903.992188 1775762932.3067
MEM 906.496094 1775762932.4085
MEM 902.593750 1775762932.5103
MEM 902.902344 1775762932.6120
MEM 905.113281 1775762932.7138
MEM 903.113281 1775762932.8155
MEM 901.242188 1775762932.9174
MEM 901.113281 1775762933.0192
MEM 901.136719 1775762933.1209
MEM 901.136719 1775762933.2227
MEM 901.136719 1775762933.3244
MEM 901.136719 1775762933.4261
MEM 901.136719 1775762933.5277
MEM 901.136719 1775762933.6294
MEM 901.136719 1775762933.7311
MEM 901.136719 1775762933.8328
MEM 901.136719 1775762933.9346
MEM 901.136719 1775762934.0363
MEM 901.136719 1775762934.1380
MEM 901.136719 1775762934.2397
MEM 901.136719 1775762934.3414
MEM 901.136719 1775762934.4432
MEM 901.136719 1775762934.5448
MEM 901.136719 1775762934.6463
MEM 901.136719 1775762934.7479
MEM 901.136719 1775762934.8497
MEM 901.136719 1775762934.9515
MEM 901.136719 1775762935.0534
MEM 901.136719 1775762935.1555
MEM 901.136719 1775762935.2574
MEM 901.136719 1775762935.3598
MEM 901.136719 1775762935.4618
MEM 901.136719 1775762935.5641
MEM 901.136719 1775762935.6658
MEM 901.136719 1775762935.7674
MEM 901.136719 1775762935.8695
MEM 901.136719 1775762935.9714
MEM 901.562500 1775762936.0733
MEM 905.367188 1775762936.1752
MEM 901.562500 1775762936.2772
MEM 905.578125 1775762936.3792
MEM 903.578125 1775762936.4811
MEM 901.359375 1775762936.5832
MEM 901.035156 1775762936.6848
MEM 907.093750 1775762936.7866
MEM 904.027344 1775762936.8885
MEM 903.843750 1775762936.9904
MEM 904.054688 1775762937.0927
MEM 902.054688 1775762937.1944
MEM 902.054688 1775762937.2962
MEM 908.039062 1775762937.3982
MEM 906.039062 1775762937.5000
MEM 902.171875 1775762937.6019
MEM 902.437500 1775762937.7042
MEM 904.187500 1775762937.8061
MEM 902.187500 1775762937.9077
MEM 902.187500 1775762938.0094
MEM 906.496094 1775762938.1112
MEM 908.238281 1775762938.2130
MEM 902.421875 1775762938.3147
MEM 902.421875 1775762938.4167
MEM 909.917969 1775762938.5187
MEM 899.882812 1775762938.6206
MEM 900.167969 1775762938.7222
MEM 907.324219 1775762938.8241
MEM 904.296875 1775762938.9257
MEM 900.449219 1775762939.0276
MEM 900.453125 1775762939.1293
MEM 906.648438 1775762939.2313
MEM 901.167969 1775762939.3331
MEM 901.167969 1775762939.4348
MEM 905.601562 1775762939.5371
MEM 905.640625 1775762939.6403
MEM 901.824219 1775762939.7420
MEM 901.824219 1775762939.8439
MEM 903.839844 1775762939.9468
MEM 901.839844 1775762940.0486
MEM 901.839844 1775762940.1503
MEM 905.281250 1775762940.2522
MEM 908.316406 1775762940.3541
MEM 905.972656 1775762940.4559
MEM 905.972656 1775762940.5576
MEM 905.527344 1775762940.6598
MEM 902.574219 1775762940.7617
MEM 901.273438 1775762940.8635
MEM 903.289062 1775762940.9662
MEM 901.238281 1775762941.0679
MEM 901.246094 1775762941.1697
MEM 901.246094 1775762941.2718
MEM 901.246094 1775762941.3738
MEM 901.246094 1775762941.4759
MEM 901.246094 1775762941.5776
MEM 901.246094 1775762941.6794
MEM 901.246094 1775762941.7812
MEM 901.246094 1775762941.8831
MEM 901.246094 1775762941.9849
MEM 901.246094 1775762942.0868
MEM 901.246094 1775762942.1889
MEM 901.246094 1775762942.2906
MEM 901.246094 1775762942.3927
MEM 901.246094 1775762942.4943
MEM 901.246094 1775762942.5963
MEM 901.246094 1775762942.6980
MEM 901.246094 1775762942.7998
MEM 901.246094 1775762942.9017
MEM 901.246094 1775762943.0035
MEM 901.246094 1775762943.1053
MEM 901.246094 1775762943.2070
MEM 901.246094 1775762943.3091
MEM 901.246094 1775762943.4108
MEM 901.246094 1775762943.5128
MEM 901.246094 1775762943.6145
MEM 901.246094 1775762943.7164
MEM 901.246094 1775762943.8184
MEM 901.246094 1775762943.9205
MEM 901.246094 1775762944.0231
MEM 901.246094 1775762944.1248
MEM 901.246094 1775762944.2269
MEM 901.246094 1775762944.3284
MEM 901.246094 1775762944.4304
MEM 901.246094 1775762944.5319
MEM 901.246094 1775762944.6337
MEM 901.246094 1775762944.7354
MEM 901.246094 1775762944.8374
MEM 901.246094 1775762944.9391
MEM 901.246094 1775762945.0411
MEM 901.246094 1775762945.1435
MEM 901.246094 1775762945.2453
MEM 901.246094 1775762945.3467
MEM 901.246094 1775762945.4484
MEM 901.246094 1775762945.5504
MEM 901.246094 1775762945.6522
MEM 901.246094 1775762945.7539
MEM 901.246094 1775762945.8559
MEM 901.246094 1775762945.9575
MEM 901.246094 1775762946.0592
MEM 901.246094 1775762946.1610
MEM 901.246094 1775762946.2629
MEM 903.179688 1775762946.3650
MEM 901.246094 1775762946.4668
MEM 901.246094 1775762946.5687
MEM 901.246094 1775762946.6707
MEM 901.246094 1775762946.7725
MEM 901.246094 1775762946.8744
MEM 901.246094 1775762946.9760
MEM 901.246094 1775762947.0777
MEM 901.246094 1775762947.1796
MEM 901.246094 1775762947.2813
MEM 901.246094 1775762947.3829
MEM 901.246094 1775762947.4846
MEM 901.246094 1775762947.5864
MEM 901.246094 1775762947.6886
MEM 901.246094 1775762947.7906
MEM 901.246094 1775762947.8927
MEM 901.246094 1775762947.9943
MEM 901.246094 1775762948.0965
MEM 901.246094 1775762948.1986
MEM 901.246094 1775762948.3007
MEM 901.246094 1775762948.4026
MEM 901.246094 1775762948.5043
MEM 901.246094 1775762948.6063
MEM 901.246094 1775762948.7078
MEM 901.246094 1775762948.8096
MEM 903.312500 1775762948.9114
MEM 901.328125 1775762949.0132
MEM 911.535156 1775762949.1151
MEM 904.539062 1775762949.2169
MEM 902.539062 1775762949.3185
MEM 907.714844 1775762949.4203
MEM 904.781250 1775762949.5221
MEM 902.781250 1775762949.6238
MEM 908.769531 1775762949.7259
MEM 906.781250 1775762949.8282
MEM 902.792969 1775762949.9298
MEM 906.808594 1775762950.0316
MEM 907.644531 1775762950.1335
MEM 897.679688 1775762950.2351
MEM 904.593750 1775762950.3367
MEM 901.398438 1775762950.4385
MEM 898.660156 1775762950.5403
MEM 901.671875 1775762950.6423
MEM 901.605469 1775762950.7442
MEM 900.773438 1775762950.8459
MEM 900.773438 1775762950.9477
MEM 904.996094 1775762951.0505
MEM 900.996094 1775762951.1524
MEM 900.996094 1775762951.2540
MEM 905.015625 1775762951.3558
MEM 904.562500 1775762951.4578
MEM 901.015625 1775762951.5596
MEM 905.000000 1775762951.6614
MEM 901.000000 1775762951.7634
MEM 901.511719 1775762951.8651
MEM 905.527344 1775762951.9669
MEM 901.550781 1775762952.0686
MEM 905.871094 1775762952.1704
MEM 898.742188 1775762952.2721
MEM 898.621094 1775762952.3737
MEM 903.546875 1775762952.4757
MEM 902.062500 1775762952.5776
MEM 900.097656 1775762952.6792
MEM 900.335938 1775762952.7811
MEM 904.992188 1775762952.8828
MEM 900.992188 1775762952.9849
MEM 900.992188 1775762953.0867
MEM 908.859375 1775762953.1885
MEM 901.636719 1775762953.2901
MEM 901.636719 1775762953.3918
MEM 910.226562 1775762953.4935
MEM 902.562500 1775762953.5951
MEM 902.562500 1775762953.6968
MEM 904.578125 1775762953.7997
MEM 902.519531 1775762953.9016
MEM 902.527344 1775762954.0034
MEM 902.527344 1775762954.1051
MEM 902.527344 1775762954.2068
MEM 902.527344 1775762954.3092
MEM 902.527344 1775762954.4114
MEM 902.527344 1775762954.5136
MEM 902.527344 1775762954.6152
MEM 902.527344 1775762954.7169
MEM 902.527344 1775762954.8187
MEM 902.527344 1775762954.9203
MEM 902.527344 1775762955.0227
MEM 902.527344 1775762955.1245
MEM 902.527344 1775762955.2261
MEM 902.527344 1775762955.3281
MEM 902.527344 1775762955.4299
MEM 902.527344 1775762955.5318
MEM 902.527344 1775762955.6338
MEM 902.527344 1775762955.7358
MEM 902.527344 1775762955.8378
MEM 902.527344 1775762955.9395
MEM 902.527344 1775762956.0415
MEM 902.527344 1775762956.1434
MEM 902.527344 1775762956.2449
MEM 902.527344 1775762956.3468
MEM 902.527344 1775762956.4487
MEM 902.527344 1775762956.5504
MEM 902.527344 1775762956.6521
MEM 902.527344 1775762956.7539
MEM 902.527344 1775762956.8556
MEM 902.527344 1775762956.9577
MEM 902.527344 1775762957.0596
MEM 902.527344 1775762957.1619
MEM 902.527344 1775762957.2635
MEM 902.527344 1775762957.3656
MEM 902.527344 1775762957.4671
MEM 902.527344 1775762957.5688
MEM 902.527344 1775762957.6710
MEM 902.527344 1775762957.7731
MEM 902.527344 1775762957.8747
MEM 902.527344 1775762957.9766
MEM 902.527344 1775762958.0782
MEM 902.527344 1775762958.1799
MEM 902.527344 1775762958.2816
MEM 902.527344 1775762958.3834
MEM 902.527344 1775762958.4850
MEM 902.527344 1775762958.5866
MEM 902.527344 1775762958.6883
MEM 902.527344 1775762958.7901
MEM 902.527344 1775762958.8918
MEM 902.527344 1775762958.9937
MEM 902.527344 1775762959.0959
MEM 902.527344 1775762959.1976
MEM 902.527344 1775762959.2994
MEM 902.527344 1775762959.4014
MEM 902.527344 1775762959.5032
MEM 902.527344 1775762959.6046
MEM 902.527344 1775762959.7061
MEM 902.527344 1775762959.8081
MEM 902.527344 1775762959.9099
MEM 902.527344 1775762960.0115
MEM 902.527344 1775762960.1136
MEM 902.527344 1775762960.2153
MEM 902.527344 1775762960.3167
MEM 902.527344 1775762960.4184
MEM 902.527344 1775762960.5203
MEM 902.527344 1775762960.6220
MEM 902.527344 1775762960.7239
MEM 902.527344 1775762960.8256
MEM 902.527344 1775762960.9272
MEM 903.300781 1775762961.0292
MEM 902.527344 1775762961.1309
MEM 902.527344 1775762961.2325
MEM 902.527344 1775762961.3342
MEM 902.527344 1775762961.4359
MEM 902.527344 1775762961.5375
MEM 902.527344 1775762961.6394
MEM 902.527344 1775762961.7411
MEM 902.527344 1775762961.8430
MEM 902.527344 1775762961.9444
MEM 902.527344 1775762962.0461
MEM 902.527344 1775762962.1478
MEM 902.527344 1775762962.2498
MEM 902.527344 1775762962.3515
MEM 902.527344 1775762962.4533
MEM 902.527344 1775762962.5550
MEM 902.527344 1775762962.6569
MEM 902.527344 1775762962.7586
MEM 902.527344 1775762962.8606
MEM 902.527344 1775762962.9624
MEM 902.527344 1775762963.0643
MEM 902.527344 1775762963.1661
MEM 902.527344 1775762963.2678
MEM 902.527344 1775762963.3694
MEM 902.527344 1775762963.4715
MEM 902.527344 1775762963.5732
MEM 902.527344 1775762963.6752
MEM 902.527344 1775762963.7769
MEM 902.527344 1775762963.8786
MEM 902.527344 1775762963.9804
MEM 902.527344 1775762964.0821
MEM 902.527344 1775762964.1839
MEM 902.527344 1775762964.2857
MEM 902.527344 1775762964.3877
MEM 902.527344 1775762964.4896
MEM 902.527344 1775762964.5915
MEM 902.527344 1775762964.6934
MEM 902.527344 1775762964.7949
MEM 902.527344 1775762964.8963
MEM 902.527344 1775762964.9981
MEM 902.527344 1775762965.0997
MEM 902.527344 1775762965.2016
MEM 902.527344 1775762965.3035
MEM 902.527344 1775762965.4051
MEM 902.527344 1775762965.5068
MEM 902.527344 1775762965.6085
MEM 902.527344 1775762965.7101
MEM 902.527344 1775762965.8118
MEM 902.527344 1775762965.9136
MEM 902.527344 1775762966.0154
MEM 902.527344 1775762966.1170
MEM 902.527344 1775762966.2187
MEM 902.527344 1775762966.3205
MEM 902.527344 1775762966.4222
MEM 902.527344 1775762966.5238
MEM 902.527344 1775762966.6254
MEM 902.527344 1775762966.7270
MEM 902.527344 1775762966.8292
MEM 902.527344 1775762966.9306
MEM 904.683594 1775762967.0328
MEM 904.593750 1775762967.1353
MEM 906.078125 1775762967.2371
MEM 902.609375 1775762967.3390
MEM 899.371094 1775762967.4411
MEM 898.695312 1775762967.5431
MEM 904.183594 1775762967.6448
MEM 902.214844 1775762967.7466
MEM 900.250000 1775762967.8483
MEM 907.664062 1775762967.9505
MEM 904.265625 1775762968.0537
MEM 900.289062 1775762968.1553
MEM 900.320312 1775762968.2576
MEM 902.304688 1775762968.3593
MEM 900.304688 1775762968.4611
MEM 900.304688 1775762968.5629
MEM 904.417969 1775762968.6648
MEM 900.292969 1775762968.7667
MEM 900.300781 1775762968.8685
MEM 902.320312 1775762968.9704
MEM 901.351562 1775762969.0723
MEM 907.546875 1775762969.1741
MEM 903.550781 1775762969.2758
MEM 901.550781 1775762969.3775
MEM 903.871094 1775762969.4793
MEM 900.679688 1775762969.5811
MEM 899.796875 1775762969.6831
MEM 900.250000 1775762969.7849
MEM 902.238281 1775762969.8867
MEM 900.242188 1775762969.9886
MEM 900.246094 1775762970.0904
MEM 905.601562 1775762970.1928
MEM 902.980469 1775762970.2944
MEM 901.613281 1775762970.3961
MEM 907.597656 1775762970.4979
MEM 904.175781 1775762970.5998
MEM 901.597656 1775762970.7016
MEM 905.613281 1775762970.8034
MEM 903.613281 1775762970.9053
MEM 901.613281 1775762971.0070
MEM 907.597656 1775762971.1088
MEM 901.597656 1775762971.2105
MEM 903.222656 1775762971.3126
MEM 904.078125 1775762971.4151
MEM 902.078125 1775762971.5170
MEM 898.296875 1775762971.6191
MEM 905.242188 1775762971.7209
MEM 901.253906 1775762971.8227
MEM 899.671875 1775762971.9245
MEM 899.664062 1775762972.0261
MEM 899.679688 1775762972.1278
MEM 899.679688 1775762972.2298
MEM 899.679688 1775762972.3320
MEM 899.679688 1775762972.4342
MEM 899.679688 1775762972.5366
MEM 899.679688 1775762972.6388
MEM 899.679688 1775762972.7408
MEM 899.679688 1775762972.8427
MEM 899.679688 1775762972.9450
MEM 899.679688 1775762973.0469
MEM 899.679688 1775762973.1485
MEM 899.679688 1775762973.2509
MEM 899.679688 1775762973.3526
MEM 899.679688 1775762973.4547
MEM 899.679688 1775762973.5564
MEM 899.679688 1775762973.6584
MEM 899.679688 1775762973.7607
MEM 899.679688 1775762973.8632
MEM 899.679688 1775762973.9652
MEM 899.679688 1775762974.0670
MEM 899.679688 1775762974.1688
MEM 899.679688 1775762974.2705
MEM 901.226562 1775762974.3726
MEM 903.679688 1775762974.4758
MEM 900.636719 1775762974.5777
MEM 903.085938 1775762974.6794
MEM 901.750000 1775762974.7811
MEM 901.750000 1775762974.8829
MEM 900.285156 1775762974.9848
MEM 906.187500 1775762975.0867
MEM 902.187500 1775762975.1883
MEM 901.757812 1775762975.2900
MEM 907.320312 1775762975.3917
MEM 901.773438 1775762975.4936
MEM 901.773438 1775762975.5952
MEM 908.800781 1775762975.6970
MEM 903.781250 1775762975.7989
MEM 901.781250 1775762975.9005
MEM 905.796875 1775762976.0026
MEM 899.750000 1775762976.1042
MEM 899.023438 1775762976.2059
MEM 906.210938 1775762976.3076
MEM 905.406250 1775762976.4103
MEM 900.257812 1775762976.5121
MEM 900.273438 1775762976.6138
MEM 902.679688 1775762976.7166
MEM 900.296875 1775762976.8183
MEM 900.296875 1775762976.9200
MEM 906.285156 1775762977.0219
MEM 902.988281 1775762977.1238
MEM 901.011719 1775762977.2255
MEM 905.027344 1775762977.3272
MEM 905.734375 1775762977.4289
MEM 901.027344 1775762977.5307
MEM 907.011719 1775762977.6327
MEM 903.527344 1775762977.7346
MEM 901.019531 1775762977.8364
MEM 901.156250 1775762977.9380
MEM 903.046875 1775762978.0397
MEM 900.902344 1775762978.1416
MEM 906.167969 1775762978.2438
MEM 902.210938 1775762978.3455
MEM 901.394531 1775762978.4474
MEM 901.171875 1775762978.5491
MEM 903.191406 1775762978.6507
MEM 901.191406 1775762978.7526
